epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
146,265.453,0.67265,0.62723,1.10426,0.95815,0.99559,0.99333,0.80301,0.70891,0.52234,1.11576,0.001043,0.001043,0.001043
147,267.244,0.62645,0.59787,1.06939,0.95285,0.95652,0.99038,0.82883,0.69006,0.54352,1.12192,0.0010364,0.0010364,0.0010364
148,269.07,0.63462,0.6256,1.08097,0.87138,0.91304,0.97085,0.79914,0.69649,0.67504,1.13422,0.0010298,0.0010298,0.0010298
149,270.859,0.62335,0.58649,1.06646,0.94735,0.78226,0.95056,0.77085,0.74259,0.69086,1.17663,0.0010232,0.0010232,0.0010232
150,272.653,0.67053,0.62996,1.10221,0.90422,0.91304,0.95127,0.76973,0.75861,0.60453,1.15656,0.0010166,0.0010166,0.0010166
151,274.431,0.62837,0.6044,1.06166,1,0.98666,0.995,0.7682,0.8347,0.52232,1.24182,0.00101,0.00101,0.00101
152,276.215,0.61115,0.60421,1.076,0.95332,1,0.99333,0.76301,0.9221,0.5734,1.2586,0.0010034,0.0010034,0.0010034
153,278.034,0.60794,0.60554,1.07531,1,0.9492,0.98375,0.77805,0.81648,0.59047,1.16577,0.0009968,0.0009968,0.0009968
154,279.836,0.63694,0.63003,1.07758,0.95364,1,0.99167,0.78838,0.77191,0.51181,1.14905,0.0009902,0.0009902,0.0009902
155,281.618,0.59631,0.63552,1.08542,1,0.9867,0.995,0.73066,0.90836,0.52483,1.21014,0.0009836,0.0009836,0.0009836
156,283.43,0.63108,0.61136,1.08165,1,0.98238,0.995,0.77275,0.83951,0.55135,1.15724,0.000977,0.000977,0.000977
157,285.342,0.6251,0.64264,1.08329,0.95594,1,0.99333,0.75666,0.81227,0.52415,1.23647,0.0009704,0.0009704,0.0009704
158,287.121,0.64488,0.61949,1.07518,0.95716,0.97178,0.99333,0.79709,0.78539,0.46905,1.21057,0.0009638,0.0009638,0.0009638
159,288.899,0.57541,0.55785,1.0423,0.95644,1,0.995,0.78212,0.79186,0.5087,1.22934,0.0009572,0.0009572,0.0009572
160,290.687,0.61251,0.61469,1.07713,0.99555,0.95652,0.9918,0.78527,0.76041,0.50451,1.19336,0.0009506,0.0009506,0.0009506
161,292.487,0.56936,0.57207,1.04864,0.9582,0.99676,0.99167,0.81285,0.69438,0.48159,1.10848,0.000944,0.000944,0.000944
162,294.279,0.55113,0.54822,1.02866,0.91537,0.94102,0.94491,0.77517,0.71629,0.49015,1.10988,0.0009374,0.0009374,0.0009374
163,296.062,0.6207,0.57591,1.06153,0.94796,1,0.98417,0.81654,0.71611,0.46517,1.09395,0.0009308,0.0009308,0.0009308
164,297.903,0.56244,0.55788,1.05152,0.99176,1,0.995,0.85881,0.69326,0.45585,1.07215,0.0009242,0.0009242,0.0009242
165,299.73,0.60479,0.58434,1.07726,0.95828,0.99881,0.99333,0.84992,0.68265,0.56255,1.07264,0.0009176,0.0009176,0.0009176
166,301.528,0.58941,0.57992,1.06157,0.95245,1,0.99167,0.84391,0.695,0.51532,1.09584,0.000911,0.000911,0.000911
167,303.464,0.59105,0.59036,1.07314,0.98908,1,0.995,0.83563,0.69446,0.54577,1.11631,0.0009044,0.0009044,0.0009044
168,305.246,0.61284,0.55912,1.08612,0.99147,1,0.995,0.81118,0.76924,0.53187,1.15071,0.0008978,0.0008978,0.0008978
169,307.025,0.59313,0.57887,1.07026,0.99798,1,0.995,0.79304,0.77141,0.5105,1.13858,0.0008912,0.0008912,0.0008912
170,308.837,0.58175,0.56444,1.05556,0.99705,1,0.995,0.79984,0.75152,0.50687,1.12104,0.0008846,0.0008846,0.0008846
171,310.643,0.58668,0.54755,1.07125,0.99602,1,0.995,0.8248,0.79808,0.48035,1.11525,0.000878,0.000878,0.000878
172,312.492,0.60284,0.58472,1.07669,0.99531,1,0.995,0.77403,0.86236,0.51332,1.17417,0.0008714,0.0008714,0.0008714
173,314.326,0.59266,0.58495,1.06717,0.93549,1,0.995,0.78486,0.8265,0.54127,1.1845,0.0008648,0.0008648,0.0008648
174,316.128,0.62029,0.57412,1.07209,0.95832,0.99963,0.98958,0.76729,0.81333,0.59115,1.19579,0.0008582,0.0008582,0.0008582
175,317.943,0.60838,0.61281,1.07524,0.99617,1,0.995,0.77845,0.78318,0.57703,1.1651,0.0008516,0.0008516,0.0008516
176,319.771,0.60589,0.59586,1.07431,0.99233,1,0.995,0.81226,0.76765,0.53476,1.16992,0.000845,0.000845,0.000845
177,321.571,0.60453,0.60148,1.06444,0.95753,1,0.995,0.82974,0.74179,0.49085,1.14913,0.0008384,0.0008384,0.0008384
178,323.492,0.60634,0.57581,1.08099,0.98445,1,0.995,0.8216,0.77059,0.54869,1.16014,0.0008318,0.0008318,0.0008318
179,325.296,0.5831,0.55943,1.04453,0.9946,1,0.995,0.82317,0.75152,0.51104,1.1629,0.0008252,0.0008252,0.0008252
180,327.095,0.54896,0.56615,1.04757,0.95625,1,0.995,0.79281,0.79931,0.50029,1.173,0.0008186,0.0008186,0.0008186
181,328.893,0.61061,0.5965,1.0653,0.99341,1,0.995,0.7797,0.86699,0.53321,1.24213,0.000812,0.000812,0.000812
182,330.71,0.56407,0.54068,1.06233,0.98987,1,0.995,0.78543,0.8859,0.56263,1.24646,0.0008054,0.0008054,0.0008054
183,332.513,0.58337,0.55001,1.04699,0.99187,1,0.995,0.80468,0.83727,0.53715,1.23042,0.0007988,0.0007988,0.0007988
184,334.318,0.57613,0.56099,1.04409,0.95269,1,0.98792,0.82814,0.77144,0.51105,1.20255,0.0007922,0.0007922,0.0007922
185,336.128,0.56685,0.54454,1.04867,0.99808,1,0.995,0.81167,0.79138,0.49693,1.18829,0.0007856,0.0007856,0.0007856
186,337.952,0.54875,0.52691,1.04775,1,0.98804,0.995,0.81034,0.7898,0.51546,1.17495,0.000779,0.000779,0.000779
187,339.75,0.57237,0.5983,1.05323,0.99547,1,0.995,0.81489,0.77258,0.4845,1.15139,0.0007724,0.0007724,0.0007724
188,341.57,0.5806,0.58053,1.03256,0.9971,1,0.995,0.83291,0.73685,0.43833,1.10148,0.0007658,0.0007658,0.0007658
189,343.364,0.59083,0.5499,1.06073,0.99686,1,0.995,0.839,0.69874,0.44873,1.04965,0.0007592,0.0007592,0.0007592
190,345.192,0.59259,0.56826,1.06437,1,0.99911,0.995,0.82257,0.71093,0.48691,1.0451,0.0007526,0.0007526,0.0007526
191,346.997,0.5514,0.54391,1.05307,0.95522,1,0.98792,0.83798,0.70796,0.45252,1.06189,0.000746,0.000746,0.000746
192,348.793,0.57491,0.5433,1.05524,0.99615,1,0.995,0.79643,0.7818,0.51643,1.16941,0.0007394,0.0007394,0.0007394
193,350.582,0.53903,0.55886,1.03526,0.95377,1,0.99167,0.81763,0.70513,0.51172,1.08142,0.0007328,0.0007328,0.0007328
194,352.382,0.52265,0.49345,1.00966,0.95249,1,0.99167,0.85183,0.615,0.44836,1.04956,0.0007262,0.0007262,0.0007262
195,354.168,0.55704,0.52072,1.03296,0.97013,1,0.995,0.85234,0.62459,0.43776,1.0497,0.0007196,0.0007196,0.0007196
196,355.965,0.50358,0.5166,1.0214,0.91648,1,0.9846,0.85611,0.67912,0.46605,1.10099,0.000713,0.000713,0.000713
197,357.75,0.53797,0.54561,1.03252,0.95447,1,0.99167,0.84234,0.69489,0.48273,1.10285,0.0007064,0.0007064,0.0007064
198,359.545,0.57807,0.51621,1.04862,0.95147,1,0.99333,0.83834,0.74591,0.47004,1.14525,0.0006998,0.0006998,0.0006998
199,361.324,0.55528,0.54338,1.05603,0.98231,1,0.995,0.81629,0.72639,0.46549,1.14874,0.0006932,0.0006932,0.0006932
200,363.117,0.54118,0.52343,1.02039,0.99687,1,0.995,0.82881,0.68611,0.42598,1.10693,0.0006866,0.0006866,0.0006866
201,365,0.56577,0.56096,1.05896,0.99853,1,0.995,0.84052,0.65754,0.40576,1.05782,0.00068,0.00068,0.00068
202,366.795,0.55471,0.55342,1.04336,0.9576,0.98229,0.99167,0.793,0.73388,0.45188,1.10462,0.0006734,0.0006734,0.0006734
203,368.586,0.54569,0.54542,1.02509,0.95624,0.95036,0.98865,0.76337,0.80166,0.48785,1.16125,0.0006668,0.0006668,0.0006668
204,370.379,0.49131,0.48834,1.00327,0.91693,1,0.99006,0.80286,0.75188,0.48054,1.12979,0.0006602,0.0006602,0.0006602
205,372.155,0.51584,0.51617,1.02644,0.9905,1,0.995,0.82153,0.73951,0.48077,1.09153,0.0006536,0.0006536,0.0006536
206,373.947,0.55441,0.5549,1.05127,0.99699,1,0.995,0.86183,0.68442,0.41205,1.06751,0.000647,0.000647,0.000647
207,375.74,0.52854,0.52596,1.02898,0.9956,1,0.995,0.84271,0.70299,0.43423,1.08655,0.0006404,0.0006404,0.0006404
208,377.575,0.57756,0.56092,1.05705,0.99507,1,0.995,0.84707,0.68113,0.45375,1.08315,0.0006338,0.0006338,0.0006338
209,379.392,0.52942,0.50975,1.03853,0.99707,1,0.995,0.86091,0.64671,0.44441,1.06851,0.0006272,0.0006272,0.0006272
210,381.182,0.53221,0.51024,1.04318,0.99293,1,0.995,0.87394,0.62317,0.40971,1.0481,0.0006206,0.0006206,0.0006206
211,382.965,0.52963,0.5165,1.0308,0.97738,1,0.995,0.84493,0.6499,0.43142,1.0602,0.000614,0.000614,0.000614
212,384.757,0.52912,0.50109,1.02953,0.98449,1,0.995,0.83928,0.67837,0.44017,1.10209,0.0006074,0.0006074,0.0006074
213,386.556,0.51753,0.51009,1.02032,0.99562,1,0.995,0.82363,0.68966,0.4297,1.11531,0.0006008,0.0006008,0.0006008
214,388.337,0.49292,0.46334,1.02017,0.99711,1,0.995,0.83969,0.72131,0.43633,1.11253,0.0005942,0.0005942,0.0005942
215,390.123,0.52889,0.50909,1.0109,0.99705,1,0.995,0.82159,0.77508,0.45923,1.10445,0.0005876,0.0005876,0.0005876
216,391.923,0.53883,0.50762,1.02346,0.99387,1,0.995,0.81881,0.76799,0.44402,1.1144,0.000581,0.000581,0.000581
217,393.715,0.50797,0.45947,1.02299,0.95551,1,0.98792,0.82216,0.71433,0.44231,1.10509,0.0005744,0.0005744,0.0005744
218,395.511,0.52625,0.52354,1.03284,0.98386,1,0.995,0.79316,0.7589,0.50149,1.145,0.0005678,0.0005678,0.0005678
219,397.289,0.47374,0.45717,1.00383,0.99713,1,0.995,0.81283,0.67791,0.48038,1.10316,0.0005612,0.0005612,0.0005612
220,399.083,0.50052,0.46475,1.02139,0.99973,1,0.995,0.84766,0.6333,0.40523,1.05288,0.0005546,0.0005546,0.0005546
221,400.965,0.53991,0.51106,1.02405,0.99957,1,0.995,0.84211,0.63446,0.44322,1.05105,0.000548,0.000548,0.000548
222,402.754,0.49349,0.47273,1.00934,0.99809,1,0.995,0.85083,0.65186,0.45417,1.08702,0.0005414,0.0005414,0.0005414
223,404.553,0.50381,0.49106,1.00634,0.99733,1,0.995,0.84575,0.68798,0.45299,1.08963,0.0005348,0.0005348,0.0005348
224,406.35,0.52673,0.51372,1.03413,1,0.99479,0.995,0.83491,0.69278,0.47317,1.0916,0.0005282,0.0005282,0.0005282
225,408.156,0.48301,0.48435,1.00277,0.95824,0.99764,0.99333,0.84005,0.72328,0.51213,1.08905,0.0005216,0.0005216,0.0005216
226,409.991,0.52289,0.52127,1.03749,1,0.99992,0.995,0.83143,0.7453,0.49266,1.11456,0.000515,0.000515,0.000515
227,411.83,0.48887,0.4911,1.02203,0.99776,1,0.995,0.85244,0.70436,0.47782,1.09592,0.0005084,0.0005084,0.0005084
228,413.631,0.47603,0.47786,0.99508,0.99766,1,0.995,0.86069,0.66498,0.44802,1.08017,0.0005018,0.0005018,0.0005018
229,415.448,0.47174,0.47042,0.99851,0.99708,1,0.995,0.85269,0.65236,0.4125,1.06787,0.0004952,0.0004952,0.0004952
230,417.315,0.46918,0.45217,0.99637,0.99727,1,0.995,0.86739,0.63202,0.41203,1.05867,0.0004886,0.0004886,0.0004886
231,419.148,0.51578,0.47873,1.01555,0.99741,1,0.995,0.87759,0.65921,0.40476,1.07892,0.000482,0.000482,0.000482
232,420.973,0.5059,0.48134,1.02343,0.99728,1,0.995,0.83515,0.69788,0.41863,1.08768,0.0004754,0.0004754,0.0004754
233,422.765,0.47595,0.43615,1.01663,0.99716,1,0.995,0.83222,0.66959,0.43852,1.06141,0.0004688,0.0004688,0.0004688
234,424.57,0.49505,0.45458,0.99846,0.997,1,0.995,0.82695,0.70337,0.42367,1.07022,0.0004622,0.0004622,0.0004622
235,426.36,0.46669,0.43445,0.99774,0.99735,1,0.995,0.83822,0.70704,0.40304,1.05349,0.0004556,0.0004556,0.0004556
236,428.208,0.43161,0.43974,0.99243,0.95652,1,0.99333,0.82558,0.76118,0.45563,1.07155,0.000449,0.000449,0.000449
237,430.023,0.46079,0.44459,0.98925,0.95691,1,0.99333,0.8276,0.70755,0.44887,1.06607,0.0004424,0.0004424,0.0004424
238,431.85,0.49946,0.46695,1.00771,0.99688,1,0.995,0.86094,0.67273,0.42737,1.09679,0.0004358,0.0004358,0.0004358
239,433.661,0.49079,0.47325,1.02871,0.99707,1,0.995,0.83419,0.71907,0.43344,1.11105,0.0004292,0.0004292,0.0004292
240,435.487,0.45647,0.44641,0.98618,1,0.9761,0.995,0.85321,0.69775,0.41678,1.09286,0.0004226,0.0004226,0.0004226
241,437.306,0.44621,0.44629,1.00149,0.98597,1,0.995,0.84354,0.69384,0.42084,1.10299,0.000416,0.000416,0.000416
242,439.14,0.42817,0.42141,0.97263,0.96902,1,0.995,0.84152,0.75073,0.46279,1.12732,0.0004094,0.0004094,0.0004094
243,441.07,0.46481,0.45916,1.00582,0.95716,1,0.995,0.84112,0.73779,0.46516,1.11631,0.0004028,0.0004028,0.0004028
244,442.893,0.50373,0.49645,1.01187,0.95335,1,0.99167,0.85202,0.70891,0.45048,1.08743,0.0003962,0.0003962,0.0003962
245,444.735,0.43161,0.41275,0.97389,0.9559,1,0.99167,0.8489,0.68849,0.44236,1.08167,0.0003896,0.0003896,0.0003896
246,446.575,0.45721,0.4394,0.98693,0.98049,1,0.995,0.83477,0.71346,0.44592,1.11936,0.000383,0.000383,0.000383
247,448.471,0.4698,0.45198,0.99679,0.99752,1,0.995,0.83735,0.68669,0.45536,1.09979,0.0003764,0.0003764,0.0003764
248,450.36,0.45513,0.44448,0.98577,0.99754,1,0.995,0.83518,0.66743,0.4018,1.08377,0.0003698,0.0003698,0.0003698
249,452.256,0.44452,0.43495,0.98061,0.99343,1,0.995,0.84056,0.6733,0.39784,1.08826,0.0003632,0.0003632,0.0003632
250,454.12,0.45452,0.4513,0.9955,0.98005,1,0.995,0.86033,0.68182,0.41771,1.09085,0.0003566,0.0003566,0.0003566
251,455.96,0.45177,0.42408,0.98902,0.95811,1,0.995,0.85071,0.66738,0.44859,1.09223,0.00035,0.00035,0.00035
252,457.796,0.47279,0.43929,1.00851,0.95569,1,0.99333,0.84777,0.70045,0.44562,1.12874,0.0003434,0.0003434,0.0003434
253,459.619,0.4195,0.42136,0.99457,0.98376,1,0.995,0.85718,0.69366,0.43206,1.1291,0.0003368,0.0003368,0.0003368
254,461.464,0.42249,0.41613,0.97537,0.99713,1,0.995,0.84715,0.68705,0.40847,1.12129,0.0003302,0.0003302,0.0003302
255,463.27,0.45132,0.44664,1.01172,0.99696,1,0.995,0.8458,0.69431,0.41857,1.12044,0.0003236,0.0003236,0.0003236
256,465.091,0.45548,0.43241,0.99715,0.95687,1,0.995,0.83144,0.70288,0.42737,1.13756,0.000317,0.000317,0.000317
257,466.899,0.45186,0.42682,0.96667,0.96938,1,0.995,0.84006,0.68499,0.43448,1.13161,0.0003104,0.0003104,0.0003104
258,468.741,0.42146,0.43402,0.97985,0.97056,1,0.995,0.84604,0.68865,0.45396,1.12166,0.0003038,0.0003038,0.0003038
259,470.564,0.46373,0.43243,0.99625,0.99713,1,0.995,0.82851,0.67931,0.44671,1.10993,0.0002972,0.0002972,0.0002972
260,472.375,0.42982,0.41645,0.97902,0.99197,1,0.995,0.83335,0.65871,0.43077,1.09014,0.0002906,0.0002906,0.0002906
261,474.184,0.43434,0.42895,0.99299,0.95588,1,0.99333,0.82542,0.67255,0.43033,1.09933,0.000284,0.000284,0.000284
262,475.988,0.44912,0.47811,0.98925,0.98992,1,0.995,0.83864,0.67406,0.42611,1.09096,0.0002774,0.0002774,0.0002774
263,477.965,0.43666,0.4399,0.9906,0.99215,1,0.995,0.85157,0.64306,0.42525,1.07375,0.0002708,0.0002708,0.0002708
264,479.867,0.42717,0.41789,0.98095,0.99056,1,0.995,0.83614,0.64873,0.42631,1.07927,0.0002642,0.0002642,0.0002642
265,481.685,0.4297,0.45231,0.98102,0.99297,1,0.995,0.86487,0.67186,0.424,1.10424,0.0002576,0.0002576,0.0002576
266,483.513,0.43527,0.4457,0.97546,0.98939,1,0.995,0.85946,0.6695,0.41313,1.10652,0.000251,0.000251,0.000251
267,485.313,0.44215,0.41694,0.97947,0.98286,1,0.995,0.8474,0.66563,0.42939,1.10231,0.0002444,0.0002444,0.0002444
268,487.152,0.42534,0.40647,0.96579,0.98205,1,0.995,0.86325,0.67154,0.44714,1.10552,0.0002378,0.0002378,0.0002378
269,488.966,0.40028,0.39863,0.95065,0.97843,1,0.995,0.85213,0.65005,0.44486,1.08647,0.0002312,0.0002312,0.0002312
270,490.762,0.42886,0.43322,0.96738,0.9714,1,0.995,0.83796,0.65599,0.44823,1.07522,0.0002246,0.0002246,0.0002246
271,492.57,0.40385,0.40305,0.97008,0.99678,1,0.995,0.83849,0.64437,0.44727,1.07107,0.000218,0.000218,0.000218
272,494.392,0.40142,0.37231,0.95618,0.99535,1,0.995,0.85311,0.63968,0.4529,1.08807,0.0002114,0.0002114,0.0002114
273,496.193,0.40071,0.38772,0.97136,0.99251,1,0.995,0.87347,0.64233,0.44845,1.08608,0.0002048,0.0002048,0.0002048
274,498.013,0.40348,0.37767,0.95173,0.99135,1,0.995,0.85206,0.66871,0.43357,1.10227,0.0001982,0.0001982,0.0001982
275,499.826,0.4119,0.4234,0.97039,0.99225,1,0.995,0.8539,0.65957,0.42807,1.09208,0.0001916,0.0001916,0.0001916
276,501.654,0.42068,0.41275,0.97921,0.97653,1,0.995,0.85805,0.67076,0.42403,1.08296,0.000185,0.000185,0.000185
277,503.474,0.43295,0.42685,0.98419,0.97297,1,0.995,0.85196,0.67253,0.42652,1.08041,0.0001784,0.0001784,0.0001784
278,505.284,0.41283,0.3961,0.96811,0.9717,1,0.995,0.85348,0.64951,0.4244,1.06567,0.0001718,0.0001718,0.0001718
279,507.108,0.409,0.3875,0.97294,0.97247,1,0.995,0.86608,0.62833,0.41353,1.06024,0.0001652,0.0001652,0.0001652
280,508.942,0.4049,0.40075,0.9705,0.9771,1,0.995,0.86443,0.61288,0.39547,1.04841,0.0001586,0.0001586,0.0001586
281,510.854,0.41076,0.42319,0.97217,0.97274,1,0.995,0.86781,0.63557,0.39357,1.05098,0.000152,0.000152,0.000152
282,512.671,0.40244,0.40528,0.97258,0.97342,1,0.995,0.86079,0.62944,0.39028,1.04899,0.0001454,0.0001454,0.0001454
283,514.484,0.3899,0.37962,0.95921,0.98035,1,0.995,0.85369,0.64238,0.38801,1.05502,0.0001388,0.0001388,0.0001388
284,516.397,0.40593,0.41214,0.96731,0.99373,1,0.995,0.84927,0.66279,0.39573,1.06958,0.0001322,0.0001322,0.0001322
285,518.209,0.39636,0.39124,0.96106,0.99049,1,0.995,0.85837,0.65935,0.39892,1.07148,0.0001256,0.0001256,0.0001256
286,520.028,0.37746,0.38346,0.95941,0.9744,1,0.995,0.87709,0.65762,0.39707,1.06909,0.000119,0.000119,0.000119
287,521.838,0.40754,0.41836,0.97164,0.99242,1,0.995,0.86343,0.65714,0.38913,1.0744,0.0001124,0.0001124,0.0001124
288,523.664,0.37586,0.36873,0.9581,0.99492,1,0.995,0.86355,0.65955,0.37926,1.08466,0.0001058,0.0001058,0.0001058
289,525.471,0.37446,0.34835,0.96043,0.99606,1,0.995,0.86557,0.66363,0.37757,1.08637,9.92e-05,9.92e-05,9.92e-05
290,527.293,0.3785,0.38985,0.94871,0.99618,1,0.995,0.86842,0.67062,0.37942,1.09472,9.26e-05,9.26e-05,9.26e-05
291,529.515,0.29786,0.30637,0.90105,0.99602,1,0.995,0.86427,0.67436,0.38498,1.09274,8.6e-05,8.6e-05,8.6e-05
292,531.328,0.29586,0.28676,0.91043,0.99529,1,0.995,0.85042,0.6531,0.39898,1.07702,7.94e-05,7.94e-05,7.94e-05
293,533.131,0.26599,0.26482,0.87393,0.98156,1,0.995,0.84795,0.65273,0.40196,1.07634,7.28e-05,7.28e-05,7.28e-05
294,534.936,0.28011,0.26435,0.89299,0.97493,1,0.995,0.84726,0.64751,0.38744,1.07661,6.62e-05,6.62e-05,6.62e-05
295,536.718,0.26382,0.24601,0.87727,0.95806,1,0.995,0.86017,0.63924,0.39195,1.06766,5.96e-05,5.96e-05,5.96e-05
296,538.509,0.26433,0.25213,0.87686,0.97835,1,0.995,0.8678,0.63062,0.4112,1.05712,5.3e-05,5.3e-05,5.3e-05
297,540.29,0.27207,0.25663,0.90952,0.98121,1,0.995,0.87617,0.62801,0.4197,1.05883,4.64e-05,4.64e-05,4.64e-05
298,542.096,0.27508,0.25877,0.89296,0.99269,1,0.995,0.87234,0.62922,0.41451,1.06256,3.98e-05,3.98e-05,3.98e-05
299,543.916,0.28015,0.24882,0.89458,0.99352,1,0.995,0.86532,0.63058,0.42268,1.05959,3.32e-05,3.32e-05,3.32e-05
300,545.733,0.2653,0.24297,0.88296,0.98877,1,0.995,0.8655,0.64081,0.42288,1.06506,2.66e-05,2.66e-05,2.66e-05
